prob,group,it,size,eax,eax.restart,lkh,lkh.restart,maos
2000---2000-2-23.tsp---2000-122.tsp,morphed,6,2000,16.21,15.23,314.77,2998.37,32.17
2000---2000-2-23.tsp---2000-122.tsp,morphed,7,2000,16,17.88,3065.59,2572.03,32.96
2000---2000-2-23.tsp---2000-122.tsp,morphed,8,2000,15.29,16.89,864.21,510.26,3600
2000---2000-2-23.tsp---2000-122.tsp,morphed,9,2000,17.91,19.75,134.12,677.68,32.11
2000---2000-2-24.tsp---2000-574.tsp,morphed,0,2000,3600,64.89,28.21,13.59,32.91
2000---2000-2-24.tsp---2000-574.tsp,morphed,1,2000,3600,40.6,26.84,86.21,47.19
2000---2000-2-24.tsp---2000-574.tsp,morphed,2,2000,3600,40.42,37.19,276.72,34.92
2000---2000-2-24.tsp---2000-574.tsp,morphed,3,2000,3600,123.95,399.24,22.89,31.65
2000---2000-2-24.tsp---2000-574.tsp,morphed,4,2000,3600,76.68,62.25,18.9,35.34
2000---2000-2-24.tsp---2000-574.tsp,morphed,5,2000,19.5,20.01,19.37,10.98,35.42
2000---2000-2-24.tsp---2000-574.tsp,morphed,6,2000,3600,42.51,21.65,19.34,34.86
2000---2000-2-24.tsp---2000-574.tsp,morphed,7,2000,3600,104.98,262.16,23.68,3600
2000---2000-2-24.tsp---2000-574.tsp,morphed,8,2000,18.65,15.69,146.01,20.41,33.41
2000---2000-2-24.tsp---2000-574.tsp,morphed,9,2000,3600,60.72,317.4,217.12,36.74
2000---2000-2-25.tsp---2000-620.tsp,morphed,0,2000,3600,57.69,192.25,95.8,3600
2000---2000-2-25.tsp---2000-620.tsp,morphed,1,2000,3600,36.32,183.79,172.04,31.94
2000---2000-2-25.tsp---2000-620.tsp,morphed,2,2000,19.2,20.54,19.84,54.43,43.78
2000---2000-2-25.tsp---2000-620.tsp,morphed,3,2000,17.04,17.67,9.52,60.75,32.37
2000---2000-2-25.tsp---2000-620.tsp,morphed,4,2000,3600,36.45,59.63,38.69,3600
2000---2000-2-25.tsp---2000-620.tsp,morphed,5,2000,18.93,20.85,27.51,34.77,30.92
2000---2000-2-25.tsp---2000-620.tsp,morphed,6,2000,17.68,15.75,56.71,9.4,36.53
2000---2000-2-25.tsp---2000-620.tsp,morphed,7,2000,17.27,18.2,92.86,39.45,32.54
2000---2000-2-25.tsp---2000-620.tsp,morphed,8,2000,3600,42.61,123,70.43,31.31
2000---2000-2-25.tsp---2000-620.tsp,morphed,9,2000,15.18,15.34,109.94,86.73,3600
2000---2000-2-26.tsp---2000-316.tsp,morphed,0,2000,3600,37.7,27.74,13.93,31.08
2000---2000-2-26.tsp---2000-316.tsp,morphed,1,2000,3600,40.28,34.14,40.87,30.86
2000---2000-2-26.tsp---2000-316.tsp,morphed,2,2000,17.58,16.43,10.38,25.25,45.07
2000---2000-2-26.tsp---2000-316.tsp,morphed,3,2000,23.31,23.07,28.44,34.52,29.58
2000---2000-2-26.tsp---2000-316.tsp,morphed,4,2000,17.56,21.15,13.96,8.26,31.84
2000---2000-2-26.tsp---2000-316.tsp,morphed,5,2000,17.74,16.37,17.08,11.09,3600
2000---2000-2-26.tsp---2000-316.tsp,morphed,6,2000,17.69,21.05,12.47,27.65,31.07
2000---2000-2-26.tsp---2000-316.tsp,morphed,7,2000,16.75,19.51,30.12,40.63,31.42
2000---2000-2-26.tsp---2000-316.tsp,morphed,8,2000,19.98,21.02,18.28,23.29,32.42
2000---2000-2-26.tsp---2000-316.tsp,morphed,9,2000,17.09,19.37,10.66,29.28,34.26
2000---2000-2-27.tsp---2000-522.tsp,morphed,0,2000,3600,52.55,3600,3600,3600
2000---2000-2-27.tsp---2000-522.tsp,morphed,1,2000,3600,41.2,2562.56,3600,37.5
2000---2000-2-27.tsp---2000-522.tsp,morphed,2,2000,3600,213.53,378.06,3600,37.24
2000---2000-2-27.tsp---2000-522.tsp,morphed,3,2000,17.09,16.01,365.61,3600,3600
2000---2000-2-27.tsp---2000-522.tsp,morphed,4,2000,3600,116,2622.01,772.23,39.55
2000---2000-2-27.tsp---2000-522.tsp,morphed,5,2000,18.97,18.94,3600,3600,36.25
2000---2000-2-27.tsp---2000-522.tsp,morphed,6,2000,3600,77.28,3032.08,536.1,3600
2000---2000-2-27.tsp---2000-522.tsp,morphed,7,2000,3600,41.16,3600,3600,34.75
2000---2000-2-27.tsp---2000-522.tsp,morphed,8,2000,17.06,18.42,3600,1256.71,32.96
2000---2000-2-27.tsp---2000-522.tsp,morphed,9,2000,21.07,16.92,664.54,37.27,34.52
2000---2000-2-28.tsp---2000-751.tsp,morphed,0,2000,15.38,16.05,3600,250.58,28.89
2000---2000-2-28.tsp---2000-751.tsp,morphed,1,2000,15.7,17.14,3600,1673.97,33.43
2000---2000-2-28.tsp---2000-751.tsp,morphed,2,2000,16.43,16.82,24.94,788.06,3600
2000---2000-2-28.tsp---2000-751.tsp,morphed,3,2000,15.14,17.14,3600,64,31.19
2000---2000-2-28.tsp---2000-751.tsp,morphed,4,2000,15.1,20.35,2198.8,95.73,32.5
2000---2000-2-28.tsp---2000-751.tsp,morphed,5,2000,15.73,14.47,859.91,543.08,34.06
2000---2000-2-28.tsp---2000-751.tsp,morphed,6,2000,17.87,21.2,438.69,2591.48,30.03
2000---2000-2-28.tsp---2000-751.tsp,morphed,7,2000,15.43,17.16,34.75,165.62,31.25
2000---2000-2-28.tsp---2000-751.tsp,morphed,8,2000,18.36,20.62,686.97,324.67,32.4
2000---2000-2-28.tsp---2000-751.tsp,morphed,9,2000,16.2,14.89,929.66,90.83,32.52
2000---2000-2-29.tsp---2000-551.tsp,morphed,0,2000,23.23,26.1,175.66,49.21,37.04
2000---2000-2-29.tsp---2000-551.tsp,morphed,1,2000,24.17,28.27,48.3,28.87,3600
2000---2000-2-29.tsp---2000-551.tsp,morphed,2,2000,3600,81.44,57.36,56.99,3600
2000---2000-2-29.tsp---2000-551.tsp,morphed,3,2000,19.36,18.99,62.63,101.55,3600
2000---2000-2-29.tsp---2000-551.tsp,morphed,4,2000,3600,54.71,26.74,85.13,3600
2000---2000-2-29.tsp---2000-551.tsp,morphed,5,2000,19.42,18.7,25.59,63.11,3600
2000---2000-2-29.tsp---2000-551.tsp,morphed,6,2000,3600,68.86,108.23,178.2,77.1
2000---2000-2-29.tsp---2000-551.tsp,morphed,7,2000,3600,70.93,259.14,119.1,3600
2000---2000-2-29.tsp---2000-551.tsp,morphed,8,2000,17.33,18.54,38.21,118.83,3600
2000---2000-2-29.tsp---2000-551.tsp,morphed,9,2000,26.26,28.22,50.92,22.06,3600
2000---2000-2-3.tsp---2000-486.tsp,morphed,0,2000,3600,36.2,18.78,10.15,36.74
2000---2000-2-3.tsp---2000-486.tsp,morphed,1,2000,3600,33.55,16.11,11.65,32.35
2000---2000-2-3.tsp---2000-486.tsp,morphed,2,2000,3600,35.68,11.29,12.91,48.35
2000---2000-2-3.tsp---2000-486.tsp,morphed,3,2000,16.38,15.38,9.55,15.67,35.05
2000---2000-2-3.tsp---2000-486.tsp,morphed,4,2000,16.25,15.27,14.44,11.85,36.73
2000---2000-2-3.tsp---2000-486.tsp,morphed,5,2000,17.18,16.6,15.54,12.31,31.71
2000---2000-2-3.tsp---2000-486.tsp,morphed,6,2000,3600,44.76,8.69,10.36,33.35
2000---2000-2-3.tsp---2000-486.tsp,morphed,7,2000,3600,35.22,20.44,12.52,34.33
2000---2000-2-3.tsp---2000-486.tsp,morphed,8,2000,3600,47.02,13.68,13.1,37.01
2000---2000-2-3.tsp---2000-486.tsp,morphed,9,2000,17.61,15.82,13.92,15.05,29.51
2000---2000-2-30.tsp---2000-656.tsp,morphed,0,2000,18.52,17.59,57.21,12.31,32.6
2000---2000-2-30.tsp---2000-656.tsp,morphed,1,2000,18.42,16.76,26,16.22,45
2000---2000-2-30.tsp---2000-656.tsp,morphed,2,2000,3600,541.61,30.53,46.66,33.18
2000---2000-2-30.tsp---2000-656.tsp,morphed,3,2000,3600,213.4,41.6,27.03,32.21
2000---2000-2-30.tsp---2000-656.tsp,morphed,4,2000,3600,309.9,57.37,29.67,31.87
2000---2000-2-30.tsp---2000-656.tsp,morphed,5,2000,21.18,18.71,185.45,13.56,32.34
2000---2000-2-30.tsp---2000-656.tsp,morphed,6,2000,3600,70.19,45.59,28.34,44.45
2000---2000-2-30.tsp---2000-656.tsp,morphed,7,2000,3600,46.36,70.8,49.69,34.67
2000---2000-2-30.tsp---2000-656.tsp,morphed,8,2000,3600,354.14,40.85,160.21,37.97
2000---2000-2-30.tsp---2000-656.tsp,morphed,9,2000,17.32,16.47,9.58,36.63,34.02
2000---2000-2-31.tsp---2000-497.tsp,morphed,0,2000,15,17.85,59.53,49.27,34.79
2000---2000-2-31.tsp---2000-497.tsp,morphed,1,2000,16.05,14.98,15.38,39.07,35.12
2000---2000-2-31.tsp---2000-497.tsp,morphed,2,2000,3600,47.86,135.57,99.67,42.79
2000---2000-2-31.tsp---2000-497.tsp,morphed,3,2000,19.44,22.63,195.2,111.5,31.93
2000---2000-2-31.tsp---2000-497.tsp,morphed,4,2000,15.32,19.71,50.16,23.51,34.1
2000---2000-2-31.tsp---2000-497.tsp,morphed,5,2000,3600,98.13,36.17,147.35,33.39
2000---2000-2-31.tsp---2000-497.tsp,morphed,6,2000,20.16,18.51,42.63,114.79,3600
2000---2000-2-31.tsp---2000-497.tsp,morphed,7,2000,20.01,24.03,61.47,30.52,3600
2000---2000-2-31.tsp---2000-497.tsp,morphed,8,2000,21.4,21.16,163.89,126.33,3600
2000---2000-2-31.tsp---2000-497.tsp,morphed,9,2000,3600,95.04,648.99,435.18,33.04
2000---2000-2-32.tsp---2000-123.tsp,morphed,0,2000,3600,101.69,3600,1094.84,3600
2000---2000-2-32.tsp---2000-123.tsp,morphed,1,2000,3600,68.28,3600,109.97,3600
2000---2000-2-32.tsp---2000-123.tsp,morphed,2,2000,3600,67.19,3600,3600,3600
2000---2000-2-32.tsp---2000-123.tsp,morphed,3,2000,3600,65.93,1441.77,600.54,3600
2000---2000-2-32.tsp---2000-123.tsp,morphed,4,2000,3600,125.07,3600,1059.89,3600
2000---2000-2-32.tsp---2000-123.tsp,morphed,5,2000,45.43,23.03,3600,217.97,3600
2000---2000-2-32.tsp---2000-123.tsp,morphed,6,2000,22.8,25.78,108.12,3600,3600
2000---2000-2-32.tsp---2000-123.tsp,morphed,7,2000,18.67,17.63,3600,1161.52,3600
2000---2000-2-32.tsp---2000-123.tsp,morphed,8,2000,3600,86.66,3600,1059.57,3600
2000---2000-2-32.tsp---2000-123.tsp,morphed,9,2000,3600,101.99,3600,2321.54,3600
2000---2000-2-33.tsp---2000-988.tsp,morphed,0,2000,3600,338.23,32.21,47.32,50.14
2000---2000-2-33.tsp---2000-988.tsp,morphed,1,2000,3600,276.68,19.73,113.88,32.49
2000---2000-2-33.tsp---2000-988.tsp,morphed,2,2000,3600,81.84,200.96,77.64,30.83
2000---2000-2-33.tsp---2000-988.tsp,morphed,3,2000,3600,71.42,9.95,12.73,33.37
2000---2000-2-33.tsp---2000-988.tsp,morphed,4,2000,3600,78.29,121.38,138.82,3600
2000---2000-2-33.tsp---2000-988.tsp,morphed,5,2000,3600,73.89,189.91,49.46,3600
2000---2000-2-33.tsp---2000-988.tsp,morphed,6,2000,3600,605.66,9.24,10.5,39.13
2000---2000-2-33.tsp---2000-988.tsp,morphed,7,2000,3600,293.35,197.34,206.21,34.39
2000---2000-2-33.tsp---2000-988.tsp,morphed,8,2000,3600,521.83,10.41,8.69,34.45
2000---2000-2-33.tsp---2000-988.tsp,morphed,9,2000,3600,428.24,9.85,8.11,33.7
2000---2000-2-34.tsp---2000-701.tsp,morphed,0,2000,18.78,16.94,14.25,9.75,3600
2000---2000-2-34.tsp---2000-701.tsp,morphed,1,2000,19.45,18.09,7.54,8.53,3600
2000---2000-2-34.tsp---2000-701.tsp,morphed,2,2000,15.97,19.85,14.62,26.49,3600
2000---2000-2-34.tsp---2000-701.tsp,morphed,3,2000,17.91,15.83,13.53,29.83,30.22
2000---2000-2-34.tsp---2000-701.tsp,morphed,4,2000,3600,42.27,8.26,11.43,3600
2000---2000-2-34.tsp---2000-701.tsp,morphed,5,2000,16.56,23.73,14.24,13.89,40.95
2000---2000-2-34.tsp---2000-701.tsp,morphed,6,2000,17.03,16,11.87,17.96,29.09
2000---2000-2-34.tsp---2000-701.tsp,morphed,7,2000,16.86,17.24,10.44,10.47,43.29
2000---2000-2-34.tsp---2000-701.tsp,morphed,8,2000,3600,41.26,15.74,19.15,3600
2000---2000-2-34.tsp---2000-701.tsp,morphed,9,2000,3600,43.62,8.49,10.49,32.52
2000---2000-2-35.tsp---2000-33.tsp,morphed,0,2000,3600,72.77,455.76,74.21,3600
2000---2000-2-35.tsp---2000-33.tsp,morphed,1,2000,3600,67.31,73.03,469.47,32.06
2000---2000-2-35.tsp---2000-33.tsp,morphed,2,2000,17.32,17.44,386.08,124.1,35.71
2000---2000-2-35.tsp---2000-33.tsp,morphed,3,2000,16.5,16.8,529.44,290.11,37.47
2000---2000-2-35.tsp---2000-33.tsp,morphed,4,2000,15.05,20.01,36.54,314.98,29.3
2000---2000-2-35.tsp---2000-33.tsp,morphed,5,2000,17.83,16.4,443.63,117.76,31.95
2000---2000-2-35.tsp---2000-33.tsp,morphed,6,2000,18.83,17.87,294.02,120.64,37.7
2000---2000-2-35.tsp---2000-33.tsp,morphed,7,2000,3600,41.19,106.11,59.83,32.38
2000---2000-2-35.tsp---2000-33.tsp,morphed,8,2000,21.54,16.27,183.01,58.6,36.9
2000---2000-2-35.tsp---2000-33.tsp,morphed,9,2000,3600,47.53,49.66,265.95,33.8
2000---2000-2-36.tsp---2000-534.tsp,morphed,0,2000,16.14,16.55,123.3,36.67,3600
2000---2000-2-36.tsp---2000-534.tsp,morphed,1,2000,19.47,20.57,29.17,42.85,30.66
2000---2000-2-36.tsp---2000-534.tsp,morphed,2,2000,19.44,18.21,32.16,55.59,69.81
2000---2000-2-36.tsp---2000-534.tsp,morphed,3,2000,15.63,18.32,35.37,14.27,3600
2000---2000-2-36.tsp---2000-534.tsp,morphed,4,2000,20.99,20.57,19.66,18.13,34.94
2000---2000-2-36.tsp---2000-534.tsp,morphed,5,2000,17.05,15.52,48.24,34.64,36.96
2000---2000-2-36.tsp---2000-534.tsp,morphed,6,2000,16.88,17.45,14,10.62,33.7
2000---2000-2-36.tsp---2000-534.tsp,morphed,7,2000,20.91,18.68,33.21,18.21,29.92
2000---2000-2-36.tsp---2000-534.tsp,morphed,8,2000,17.29,19.48,10.17,28.22,3600
2000---2000-2-36.tsp---2000-534.tsp,morphed,9,2000,15.73,20.9,12.25,10.86,34.5
2000---2000-2-37.tsp---2000-300.tsp,morphed,0,2000,18.19,45.74,13.57,70.46,36.55
2000---2000-2-37.tsp---2000-300.tsp,morphed,1,2000,20.22,19.97,26.71,53.92,53.39
2000---2000-2-37.tsp---2000-300.tsp,morphed,2,2000,18.06,19.21,46.56,22.17,32.38
2000---2000-2-37.tsp---2000-300.tsp,morphed,3,2000,3600,34.07,99.51,92.63,33.79
2000---2000-2-37.tsp---2000-300.tsp,morphed,4,2000,18.67,18.46,602.14,243.52,35.12
2000---2000-2-37.tsp---2000-300.tsp,morphed,5,2000,16.9,17.18,203.08,10.63,47.8
2000---2000-2-37.tsp---2000-300.tsp,morphed,6,2000,20.88,19.25,45.32,319.54,35.22
2000---2000-2-37.tsp---2000-300.tsp,morphed,7,2000,18.8,20.55,123.67,346.82,33.77
2000---2000-2-37.tsp---2000-300.tsp,morphed,8,2000,15.62,15.33,128.95,43.53,35.08
2000---2000-2-37.tsp---2000-300.tsp,morphed,9,2000,18.87,15.52,45.63,17.94,32.09
2000---2000-2-38.tsp---2000-563.tsp,morphed,0,2000,3600,51.38,3600,1387.55,42.08
2000---2000-2-38.tsp---2000-563.tsp,morphed,1,2000,3600,62.71,156.03,507.06,35.68
2000---2000-2-38.tsp---2000-563.tsp,morphed,2,2000,21.12,19.62,31.75,3243.74,46.5
2000---2000-2-38.tsp---2000-563.tsp,morphed,3,2000,18,18.63,2181.9,3600,33.12
2000---2000-2-38.tsp---2000-563.tsp,morphed,4,2000,16.61,18.35,2417.79,326.86,3600
2000---2000-2-38.tsp---2000-563.tsp,morphed,5,2000,19.37,17.47,3600,3497.95,36.05
2000---2000-2-38.tsp---2000-563.tsp,morphed,6,2000,18.81,23.35,2837.11,3344.01,33.04
2000---2000-2-38.tsp---2000-563.tsp,morphed,7,2000,17.17,17.45,191.77,1548.08,30.65
2000---2000-2-38.tsp---2000-563.tsp,morphed,8,2000,15.84,19.43,478,1401.98,44.33
2000---2000-2-38.tsp---2000-563.tsp,morphed,9,2000,16.13,16.88,1450.33,3600,31.57
2000---2000-2-39.tsp---2000-918.tsp,morphed,0,2000,19,18.76,287.06,41.85,3600
2000---2000-2-39.tsp---2000-918.tsp,morphed,1,2000,17.7,17.69,219.9,101.13,3600
2000---2000-2-39.tsp---2000-918.tsp,morphed,2,2000,15,15.31,52.06,35.87,30.12
2000---2000-2-39.tsp---2000-918.tsp,morphed,3,2000,16.29,17.69,71.65,43.59,35.27
2000---2000-2-39.tsp---2000-918.tsp,morphed,4,2000,17.58,16.78,374.18,105.44,3600
2000---2000-2-39.tsp---2000-918.tsp,morphed,5,2000,21.76,18.53,24.68,7.33,3600
2000---2000-2-39.tsp---2000-918.tsp,morphed,6,2000,16.98,23.09,76.03,55.53,38.95
2000---2000-2-39.tsp---2000-918.tsp,morphed,7,2000,15.84,15.58,68.34,39.34,3600
2000---2000-2-39.tsp---2000-918.tsp,morphed,8,2000,16.55,17.84,100.13,16.75,32.12
2000---2000-2-39.tsp---2000-918.tsp,morphed,9,2000,17.51,16.59,26.85,228.53,3600
2000---2000-2-4.tsp---2000-535.tsp,morphed,0,2000,20.8,20.35,20.28,11.16,34.73
2000---2000-2-4.tsp---2000-535.tsp,morphed,1,2000,25.86,20.94,606.86,342.15,37.03
2000---2000-2-4.tsp---2000-535.tsp,morphed,2,2000,3600,49.2,209.93,188.61,3600
2000---2000-2-4.tsp---2000-535.tsp,morphed,3,2000,3600,49.54,60.17,850.39,35.11
2000---2000-2-4.tsp---2000-535.tsp,morphed,4,2000,3600,67.46,28.12,479.62,36.73
2000---2000-2-4.tsp---2000-535.tsp,morphed,5,2000,3600,60.55,138.75,172.49,3600
2000---2000-2-4.tsp---2000-535.tsp,morphed,6,2000,3600,59.55,243.57,121.13,3600
2000---2000-2-4.tsp---2000-535.tsp,morphed,7,2000,22.56,20.83,27.93,19.76,3600
2000---2000-2-4.tsp---2000-535.tsp,morphed,8,2000,16.42,14.2,104.15,20.55,3600
2000---2000-2-4.tsp---2000-535.tsp,morphed,9,2000,3600,50.17,17.43,24.87,33.59
2000---2000-2-40.tsp---2000-933.tsp,morphed,0,2000,21.6,20.54,183.96,44.66,51.63
2000---2000-2-40.tsp---2000-933.tsp,morphed,1,2000,24.7,18.87,1681.24,309.62,37.42
2000---2000-2-40.tsp---2000-933.tsp,morphed,2,2000,3600,47.86,26.09,67.07,34.25
2000---2000-2-40.tsp---2000-933.tsp,morphed,3,2000,21.15,19.69,18.89,373.45,3600
2000---2000-2-40.tsp---2000-933.tsp,morphed,4,2000,16.13,16.89,76.6,353.12,3600
2000---2000-2-40.tsp---2000-933.tsp,morphed,5,2000,19.17,21.91,110.03,909.19,34.37
2000---2000-2-40.tsp---2000-933.tsp,morphed,6,2000,3600,97.95,3600,684.88,34.65
2000---2000-2-40.tsp---2000-933.tsp,morphed,7,2000,20.96,20.63,2653.4,61.72,42.89
2000---2000-2-40.tsp---2000-933.tsp,morphed,8,2000,21.83,28.82,33.24,410.63,39.25
2000---2000-2-40.tsp---2000-933.tsp,morphed,9,2000,3600,60.21,208.45,246.88,3600
2000---2000-2-41.tsp---2000-753.tsp,morphed,0,2000,22.35,20.8,40.24,10.43,32.47
2000---2000-2-41.tsp---2000-753.tsp,morphed,1,2000,28.53,20.72,16.2,11.34,32.34
2000---2000-2-41.tsp---2000-753.tsp,morphed,2,2000,22.12,21.23,14.19,44,33.13
2000---2000-2-41.tsp---2000-753.tsp,morphed,3,2000,20.86,21.17,11.53,10.19,40.08
2000---2000-2-41.tsp---2000-753.tsp,morphed,4,2000,20.88,20.1,11.2,14.82,33.97
2000---2000-2-41.tsp---2000-753.tsp,morphed,5,2000,15.75,15.13,70.22,17.38,34.15
2000---2000-2-41.tsp---2000-753.tsp,morphed,6,2000,3600,47.28,9.85,13.1,3600
2000---2000-2-41.tsp---2000-753.tsp,morphed,7,2000,19.69,20.52,26.88,17.85,33.97
2000---2000-2-41.tsp---2000-753.tsp,morphed,8,2000,17.04,15.21,14.4,10.14,3600
2000---2000-2-41.tsp---2000-753.tsp,morphed,9,2000,25.16,22.24,7.5,11.09,38
2000---2000-2-42.tsp---2000-623.tsp,morphed,0,2000,3600,40.4,30.57,313.78,3600
2000---2000-2-42.tsp---2000-623.tsp,morphed,1,2000,3600,35.68,25.26,30.5,3600
2000---2000-2-42.tsp---2000-623.tsp,morphed,2,2000,18.76,16.36,72.19,31.83,37.42
2000---2000-2-42.tsp---2000-623.tsp,morphed,3,2000,42.48,25.9,22.02,146.61,3600
2000---2000-2-42.tsp---2000-623.tsp,morphed,4,2000,3600,46.92,60.81,39.83,3600
2000---2000-2-42.tsp---2000-623.tsp,morphed,5,2000,3600,44.72,47.42,148.14,3600
2000---2000-2-42.tsp---2000-623.tsp,morphed,6,2000,19.97,19.8,352.49,48.66,3600
2000---2000-2-42.tsp---2000-623.tsp,morphed,7,2000,3600,61.69,263.31,66.47,3600
2000---2000-2-42.tsp---2000-623.tsp,morphed,8,2000,25.78,19.92,36.18,210.15,3600
2000---2000-2-42.tsp---2000-623.tsp,morphed,9,2000,18.96,21.33,21.69,33.25,3600
2000---2000-2-43.tsp---2000-638.tsp,morphed,0,2000,17.7,19.4,379.8,8.37,43.9
2000---2000-2-43.tsp---2000-638.tsp,morphed,1,2000,18.66,18.35,126,369.59,3600
2000---2000-2-43.tsp---2000-638.tsp,morphed,2,2000,3600,41.88,176.08,79.56,52.42
2000---2000-2-43.tsp---2000-638.tsp,morphed,3,2000,18.34,21.4,23.36,196.17,37.16
2000---2000-2-43.tsp---2000-638.tsp,morphed,4,2000,3600,47.79,136.24,114.08,83.53
2000---2000-2-43.tsp---2000-638.tsp,morphed,5,2000,21.17,19.79,32.66,608.92,3600
2000---2000-2-43.tsp---2000-638.tsp,morphed,6,2000,19.56,16.65,449.44,129.44,3600
2000---2000-2-43.tsp---2000-638.tsp,morphed,7,2000,18.55,23.16,191.4,364.05,3600
2000---2000-2-43.tsp---2000-638.tsp,morphed,8,2000,3600,133.65,25.97,35.71,37.23
2000---2000-2-43.tsp---2000-638.tsp,morphed,9,2000,3600,38.65,27.84,37.14,3600
2000---2000-2-44.tsp---2000-530.tsp,morphed,0,2000,3600,38.26,51.89,16.94,33.9
2000---2000-2-44.tsp---2000-530.tsp,morphed,1,2000,3600,39.08,49.28,35.06,32.33
2000---2000-2-44.tsp---2000-530.tsp,morphed,2,2000,3600,43.09,78.5,31.02,31.97
2000---2000-2-44.tsp---2000-530.tsp,morphed,3,2000,17.45,20.48,14.22,70.91,30.19
2000---2000-2-44.tsp---2000-530.tsp,morphed,4,2000,3600,40.74,42.3,45.44,32.61
2000---2000-2-44.tsp---2000-530.tsp,morphed,5,2000,3600,41.85,10.46,8.59,31.58
2000---2000-2-44.tsp---2000-530.tsp,morphed,6,2000,3600,54.39,78.13,28.65,29.57
2000---2000-2-44.tsp---2000-530.tsp,morphed,7,2000,3600,42.37,94.83,38.11,36.9
2000---2000-2-44.tsp---2000-530.tsp,morphed,8,2000,3600,37.62,16.99,7.98,31.85
2000---2000-2-44.tsp---2000-530.tsp,morphed,9,2000,3600,59.75,49.25,149.17,35.07
2000---2000-2-45.tsp---2000-834.tsp,morphed,0,2000,3600,38.56,8.29,43.09,3600
2000---2000-2-45.tsp---2000-834.tsp,morphed,1,2000,3600,59.77,1404.1,104.54,3600
2000---2000-2-45.tsp---2000-834.tsp,morphed,2,2000,22.44,18.16,438.21,64.88,3600
2000---2000-2-45.tsp---2000-834.tsp,morphed,3,2000,19.8,24.27,18.2,129.89,3600
2000---2000-2-45.tsp---2000-834.tsp,morphed,4,2000,19.65,19.19,10.46,17.31,3600
2000---2000-2-45.tsp---2000-834.tsp,morphed,5,2000,26.36,22.12,34.29,15.92,3600
2000---2000-2-45.tsp---2000-834.tsp,morphed,6,2000,20.88,20.79,25.28,16.56,3600
2000---2000-2-45.tsp---2000-834.tsp,morphed,7,2000,14.95,15.88,82.48,215.64,3600
2000---2000-2-45.tsp---2000-834.tsp,morphed,8,2000,3600,38.84,423.42,78.6,3600
2000---2000-2-45.tsp---2000-834.tsp,morphed,9,2000,14.91,20.01,10.31,64.93,3600
2000---2000-2-46.tsp---2000-983.tsp,morphed,0,2000,3600,856.41,3600,781.07,3600
2000---2000-2-46.tsp---2000-983.tsp,morphed,1,2000,3600,192.38,2163.57,599.99,42.98
2000---2000-2-46.tsp---2000-983.tsp,morphed,2,2000,3600,88.41,1802.09,148.12,3600
2000---2000-2-46.tsp---2000-983.tsp,morphed,3,2000,3600,1066.38,3581.61,2333.21,3600
2000---2000-2-46.tsp---2000-983.tsp,morphed,4,2000,3600,292.26,2617.34,1858.86,3600
2000---2000-2-46.tsp---2000-983.tsp,morphed,5,2000,3600,994.53,915.45,1651.36,3600
2000---2000-2-46.tsp---2000-983.tsp,morphed,6,2000,3600,514.44,2944.88,69.68,3600
2000---2000-2-46.tsp---2000-983.tsp,morphed,7,2000,3600,263.75,3600,224.64,3600
2000---2000-2-46.tsp---2000-983.tsp,morphed,8,2000,3600,370.4,3600,102.71,3600
2000---2000-2-46.tsp---2000-983.tsp,morphed,9,2000,3600,282.7,120.28,1704.02,3600
2000---2000-2-47.tsp---2000-146.tsp,morphed,0,2000,16.46,16.15,23.88,23.9,3600
2000---2000-2-47.tsp---2000-146.tsp,morphed,1,2000,18.98,19.26,12.04,112.78,3600
2000---2000-2-47.tsp---2000-146.tsp,morphed,2,2000,3600,40.76,8.71,25.53,32.52
2000---2000-2-47.tsp---2000-146.tsp,morphed,3,2000,3600,164.42,21.9,13.74,3600
2000---2000-2-47.tsp---2000-146.tsp,morphed,4,2000,18.1,16.77,12.3,29.46,44.44
2000---2000-2-47.tsp---2000-146.tsp,morphed,5,2000,3600,81.91,19.92,11.85,32.74
2000---2000-2-47.tsp---2000-146.tsp,morphed,6,2000,3600,42.85,113.89,87.77,33.33
2000---2000-2-47.tsp---2000-146.tsp,morphed,7,2000,3600,137.45,12.57,118.04,30.93
2000---2000-2-47.tsp---2000-146.tsp,morphed,8,2000,17.5,20.05,12.82,19.64,3600
2000---2000-2-47.tsp---2000-146.tsp,morphed,9,2000,3600,35.19,27.39,18.05,34.4
2000---2000-2-48.tsp---2000-927.tsp,morphed,0,2000,22.45,23.62,381.73,42.49,3600
2000---2000-2-48.tsp---2000-927.tsp,morphed,1,2000,22.13,23.76,13.32,136.22,34.43
2000---2000-2-48.tsp---2000-927.tsp,morphed,2,2000,15.02,14.55,12.24,258.04,34.3
2000---2000-2-48.tsp---2000-927.tsp,morphed,3,2000,18.42,16.21,878.21,144.48,33.75
2000---2000-2-48.tsp---2000-927.tsp,morphed,4,2000,3600,37.95,1259.35,295.33,35.96
2000---2000-2-48.tsp---2000-927.tsp,morphed,5,2000,23.22,43.51,34.18,784.26,34.08
2000---2000-2-48.tsp---2000-927.tsp,morphed,6,2000,3600,81.25,1178.22,121.78,32.71
2000---2000-2-48.tsp---2000-927.tsp,morphed,7,2000,3600,41.28,100.06,134.16,36.48
2000---2000-2-48.tsp---2000-927.tsp,morphed,8,2000,16.61,17.05,944.58,52.48,30.16
